lote,tiempo_h,estrategia,particion,penicilina_g_l,aireacion,azucar_l_h,acido_l_h,base_l_h,refrigeracion_l_h,calefaccion_l_h,agua_l_h,presion_bar,extraccion_l_h,oxigeno_disuelto_mg_l,volumen_l,peso_kg,ph,temperatura_c,co2_gas,paa_alimentacion_l_h,aceite_l_h,o2_gas
59,21.0,Operador,Prueba normal,0.00092845,55,150,0.0,183.4,278.6,0.0001,0,0.7,0,9.8466,58709,63651.0,6.4112,25.08000000000004,0.58686,0.0,35,0.18566
59,21.2,Operador,Prueba normal,0.00092688,55,150,0.0,219.42,280.03,0.0001,0,0.7,0,9.8411,58777,63736.0,6.4086,25.04000000000002,0.59851,0.0,35,0.18569
59,21.4,Operador,Prueba normal,0.00092529,55,150,0.0,225.0,274.17,0.0001,0,0.7,0,9.7762,58847,63822.0,6.4069,25.02000000000004,0.61018,0.0,35,0.18551
59,21.6,Operador,Prueba normal,0.00092371,55,150,0.0,225.0,276.14,0.0001,0,0.7,0,9.7,58917,63908.0,6.4055,24.99000000000001,0.62194,0.0,35,0.18518
59,21.8,Operador,Prueba normal,0.00092213,55,150,0.0,225.0,271.77,0.0001,0,0.7,0,9.6517,58986,63994.0,6.4045,24.980000000000018,0.63374,0.0,35,0.18503
59,22.0,Operador,Prueba normal,0.00092055,55,150,0.0,225.0,275.36,0.0001,0,0.7,0,9.6466,59056,64080.0,6.4048,24.99000000000001,0.64555,0.0,35,0.18509
59,22.2,Operador,Prueba normal,0.00091898,55,150,0.0,225.0,282.24,0.0001,0,0.7,0,9.6166,59125,64165.0,6.4061,24.960000000000036,0.65732,0.0,35,0.18501
59,22.4,Operador,Prueba normal,0.00091742,55,150,0.0,225.0,276.09,0.0001,0,0.7,0,9.5779,59195,64251.0,6.4078,24.930000000000007,0.66907,0.0,35,0.18491
59,22.6,Operador,Prueba normal,0.00091586,55,150,0.0,225.0,269.78,0.0001,0,0.7,0,9.5787,59264,64337.0,6.4101,24.900000000000034,0.68078,0.0,35,0.18494
59,22.8,Operador,Prueba normal,0.0009143,55,150,0.0,225.0,264.09,0.0001,0,0.7,0,9.516,59334,64422.0,6.4121,24.890000000000043,0.69248,0.0,35,0.1848
59,23.0,Operador,Prueba normal,0.00091275,55,150,0.0,225.0,262.77,0.0001,0,0.7,0,9.4802,59404,64508.0,6.4141,24.870000000000005,0.70421,0.0,35,0.18461
59,23.2,Operador,Prueba normal,0.0009112,55,150,0.0,225.0,257.66,0.0001,0,0.7,0,9.4673,59473,64593.0,6.4166,24.890000000000043,0.71588,0.0,35,0.18463
59,23.4,Operador,Prueba normal,0.00090966,55,150,0.0,225.0,266.13,0.0001,0,0.7,0,9.4684,59543,64678.0,6.4194,24.890000000000043,0.72749,0.0,35,0.18464
59,23.6,Operador,Prueba normal,0.00090812,55,150,0.0,225.0,266.39,0.0001,0,0.7,0,9.4406,59612,64763.0,6.422,24.890000000000043,0.73907,0.0,35,0.18471
59,23.8,Operador,Prueba normal,0.00090659,55,150,0.0,225.0,267.97,0.0001,0,0.7,0,9.3436,59682,64849.0,6.4234,24.879999999999995,0.75072,0.0,35,0.18442
59,24.0,Operador,Prueba normal,0.00090506,55,150,0.0,225.0,266.61,0.0001,0,0.7,0,9.2964,59752,64934.0,6.4242,24.870000000000005,0.76243,0.0,35,0.18429
59,24.2,Operador,Prueba normal,0.02026,55,30,0.0,225.0,264.59,0.0001,0,0.7,0,12.27,59797,64988.0,6.4646,24.600000000000023,0.76971,0.0,35,0.19381
59,24.4,Operador,Prueba normal,0.042842,55,30,0.0,225.0,79.377,396.03,0,0.7,0,12.246,59843,65042.0,6.5031,25.900000000000034,0.77415,0.0,35,0.19483
59,24.6,Operador,Prueba normal,0.066217,55,30,0.0,224.28,521.15,39.603,0,0.7,0,12.244,59888,65095.0,6.5377,25.24000000000001,0.77837,0.0,35,0.19489
59,24.8,Operador,Prueba normal,0.089937,55,30,0.0,209.75,323.5,3.9603,0,0.7,0,12.207,59930,65146.0,6.568,24.83000000000004,0.78254,0.0,35,0.19474
59,25.0,Operador,Prueba normal,0.11402,55,30,0.51769,104.87,202.34,0.39603,0,0.7,0,12.08,59952,65175.0,6.5888,24.620000000000005,0.78668,0.0,35,0.19436
59,25.2,Operador,Prueba normal,0.13834,55,30,1.0364,52.437,60.701,209.28,0,0.8,0,12.855,59963,65195.0,6.5856,25.350000000000023,0.79079,0.0,35,0.19422
59,25.4,Operador,Prueba normal,0.16326,55,30,1.5577,26.218,303.99,20.928,0,0.8,0,12.807,59969,65209.0,6.5557,25.010000000000048,0.79487,0.0,35,0.19408
59,25.6,Operador,Prueba normal,0.18866,55,30,2.0814,13.109,200.97,2.0928,0,0.8,0,12.774,59973,65221.0,6.5124,24.810000000000002,0.79893,0.0,35,0.19399
59,25.8,Operador,Prueba normal,0.21426,55,30,0.0,8.7078,142.12,0.20928,0,0.8,0,12.749,59975,65231.0,6.4713,24.720000000000027,0.80298,0.0,35,0.194
59,26.0,Operador,Prueba normal,0.24035,55,30,0.0,20.718,42.636,147.11,0,0.8,0,12.75,59980,65244.0,6.4466,25.28000000000003,0.80701,0.0,35,0.19399
59,26.2,Operador,Prueba normal,0.26696,55,30,0.0,42.549,230.19,14.711,0,0.8,0,12.8,59989,65261.0,6.4454,25.08000000000004,0.81096,0.0,35,0.19425
59,26.4,Operador,Prueba normal,0.29404,55,30,0.0,64.846,174.26,1.4711,0,0.8,0,12.824,60002,65282.0,6.4608,24.939999999999998,0.81486,0.0,35,0.19438
59,26.6,Operador,Prueba normal,0.32145,55,30,0.0,80.994,135.13,0.14711,0,0.8,0,12.82,60019,65307.0,6.4845,24.850000000000023,0.81874,0.0,35,0.19443
59,26.8,Operador,Prueba normal,0.34878,55,30,0.0,87.695,109.34,0.014711,0,0.8,0,12.809,60037,65333.0,6.5081,24.810000000000002,0.82263,0.0,35,0.19448
59,27.0,Operador,Prueba normal,0.37627,55,30,0.0,84.972,95.196,0.0014711,0,0.8,0,12.788,60054,65359.0,6.5278,24.78000000000003,0.82653,0.0,35,0.19446
59,27.2,Operador,Prueba normal,0.40451,55,30,0.0,74.378,28.559,104.95,0,0.8,0,12.786,60070,65382.0,6.5404,25.210000000000036,0.83038,0.0,35,0.19452
59,27.4,Operador,Prueba normal,0.43279,55,30,0.0,58.774,172.94,10.495,0,0.8,0,12.703,60082,65402.0,6.5384,25.08000000000004,0.83424,0.0,35,0.19422
59,27.6,Operador,Prueba normal,0.46105,55,30,0.0,43.984,138.43,1.0495,0,0.8,0,12.659,60091,65420.0,6.5237,24.980000000000018,0.83814,0.0,35,0.1941
59,27.8,Operador,Prueba normal,0.48949,55,30,0.0,35.056,114.91,0.10495,0,0.8,0,12.634,60099,65436.0,6.5019,24.930000000000007,0.84204,0.0,35,0.19409
59,28.0,Operador,Prueba normal,0.51836,55,30,0.0,34.833,102.31,0.010495,0,0.8,0,12.652,60106,65451.0,6.4822,24.890000000000043,0.84589,0.0,35,0.19422
59,28.2,Operador,Prueba normal,0.54453,55,37,0.0,42.478,91.979,0.0010495,0,0.8,0,12.42,60117,65470.0,6.4677,24.890000000000043,0.85002,0.0,35,0.19344
59,28.4,Operador,Prueba normal,0.57096,55,37,0.0,55.912,93.603,0.00010495,0,0.8,0,12.422,60130,65492.0,6.4642,24.890000000000043,0.85432,0.0,35,0.19343
59,28.6,Operador,Prueba normal,0.59747,55,37,0.0,70.709,94.891,0.0001,0,0.8,0,12.437,60146,65516.0,6.4703,24.890000000000043,0.85861,0.0,35,0.19356
59,28.8,Operador,Prueba normal,0.62446,55,37,0.0,83.092,95.415,0.0001,0,0.8,0,12.447,60164,65543.0,6.483,24.879999999999995,0.86288,0.0,35,0.19367
59,29.0,Operador,Prueba normal,0.65118,55,37,0.0,90.4,93.016,0.0001,0,0.8,0,12.425,60184,65572.0,6.497,24.879999999999995,0.86716,0.0,35,0.19367
59,29.2,Operador,Prueba normal,0.67824,55,37,0.0,92.112,95.211,0.0001,0,0.8,0,12.418,60205,65600.0,6.5131,24.870000000000005,0.87143,0.0,35,0.19369
59,29.4,Operador,Prueba normal,0.70571,55,37,0.0,87.396,94.037,0.0001,0,0.8,0,12.401,60224,65628.0,6.5257,24.860000000000014,0.87567,0.0,35,0.19367
59,29.6,Operador,Prueba normal,0.73264,55,37,0.0,77.635,90.637,0.0001,0,0.8,0,12.332,60241,65654.0,6.5339,24.860000000000014,0.87997,0.0,35,0.19355
59,29.8,Operador,Prueba normal,0.75964,55,37,0.0,64.622,90.063,0.0001,0,0.8,0,12.296,60256,65678.0,6.5347,24.860000000000014,0.88432,0.0,35,0.19355
59,30.0,Operador,Prueba normal,0.78738,55,37,0.0,51.289,91.642,0.0001,0,0.8,0,12.268,60268,65698.0,6.526,24.860000000000014,0.88865,0.0,35,0.19349
59,30.2,Operador,Prueba normal,0.81524,55,37,0.0,41.454,92.935,0.0001,0,0.9,0,13.066,60279,65717.0,6.5072,24.870000000000005,0.89297,0.0,35,0.1934
59,30.4,Operador,Prueba normal,0.84335,55,37,0.0,39.124,96.119,0.0001,0,0.9,0,13.035,60288,65736.0,6.4864,24.879999999999995,0.8973,0.0,35,0.19333
59,30.6,Operador,Prueba normal,0.87183,55,37,0.0,45.094,98.201,0.0001,0,0.9,0,13.023,60299,65755.0,6.4745,24.870000000000005,0.90161,0.0,35,0.19332
59,30.8,Operador,Prueba normal,0.90058,55,37,0.0,55.805,98.105,0.0001,0,0.9,0,13.007,60312,65777.0,6.4697,24.870000000000005,0.90591,0.0,35,0.19323
59,31.0,Operador,Prueba normal,0.92989,55,37,0.0,68.427,97.527,0.0001,0,0.9,0,13.024,60328,65801.0,6.4774,24.860000000000014,0.91016,0.0,35,0.19324
59,31.2,Operador,Prueba normal,0.95959,55,37,0.0,77.94,96.083,0.0001,0,0.9,0,13.023,60345,65827.0,6.4894,24.860000000000014,0.91437,0.0,35,0.19324
59,31.4,Operador,Prueba normal,0.98946,55,37,0.0,82.696,96.087,0.0001,0,0.9,0,13.02,60364,65854.0,6.5041,24.860000000000014,0.91856,0.0,35,0.19332
59,31.6,Operador,Prueba normal,1.0201,55,37,0.0,81.565,97.758,0.0001,0,0.9,0,13.024,60382,65881.0,6.5178,24.870000000000005,0.92271,0.0,35,0.19335
59,31.8,Operador,Prueba normal,1.0509,55,37,0.0,74.954,99.92,0.0001,0,0.9,0,12.994,60399,65906.0,6.5263,24.860000000000014,0.92683,0.0,35,0.19332
59,32.0,Operador,Prueba normal,1.0823,55,37,0.0,64.98,99.008,0.0001,0,0.9,0,12.989,60414,65929.0,6.5291,24.870000000000005,0.93091,0.0,35,0.19337
59,32.2,Operador,Prueba normal,1.1108,55,43,0.0,53.883,100.37,0.0001,0,0.9,0,12.783,60428,65952.0,6.5237,24.879999999999995,0.93525,0.0,35,0.19292
59,32.4,Operador,Prueba normal,1.1399,55,43,0.0,44.935,105.11,0.0001,0,0.9,0,12.768,60440,65973.0,6.5098,24.879999999999995,0.93971,0.0,35,0.19286
59,32.6,Operador,Prueba normal,1.1688,55,43,0.0,41.581,105.13,0.0001,0,0.9,0,12.713,60451,65993.0,6.4931,24.879999999999995,0.9442,0.0,35,0.19271
59,32.8,Operador,Prueba normal,1.1967,55,43,0.0,44.853,106.15,0.0001,0,0.9,0,12.642,60463,66014.0,6.4784,24.879999999999995,0.94878,0.0,35,0.19253
59,33.0,Operador,Prueba normal,1.2248,55,43,0.0,53.99,107.12,0.0001,0,0.9,0,12.659,60477,66037.0,6.4741,24.870000000000005,0.95338,0.0,35,0.19263
59,33.2,Operador,Prueba normal,1.2538,55,43,0.0,64.84,105.92,0.0001,0,0.9,0,12.679,60493,66062.0,6.478,24.860000000000014,0.95792,0.0,35,0.19271
59,33.4,Operador,Prueba normal,1.2837,55,43,0.0,74.128,104.49,0.0001,0,0.9,0,12.695,60511,66089.0,6.484,24.860000000000014,0.9624,0.0,35,0.19281
59,33.6,Operador,Prueba normal,1.3148,55,43,0.0,81.031,102.84,0.0001,0,0.9,0,12.73,60531,66117.0,6.4951,24.850000000000023,0.9668,0.0,35,0.19299
59,33.8,Operador,Prueba normal,1.3463,55,43,0.0,83.49,101.87,0.0001,0,0.9,0,12.735,60550,66146.0,6.5051,24.860000000000014,0.97113,0.0,35,0.19308
59,34.0,Operador,Prueba normal,1.3785,55,43,0.0,81.972,104.82,0.0001,0,0.9,0,12.751,60570,66174.0,6.5146,24.860000000000014,0.9754,0.0,35,0.1932
59,34.2,Operador,Prueba normal,1.4108,55,43,0.0,76.639,104.87,0.0001,0,0.9,0,12.728,60588,66201.0,6.5195,24.870000000000005,0.97963,0.0,35,0.19316
59,34.4,Operador,Prueba normal,1.4437,55,43,0.0,69.355,107.6,0.0001,0,0.9,0,12.732,60605,66227.0,6.5196,24.879999999999995,0.98379,0.0,35,0.19316
59,34.6,Operador,Prueba normal,1.4771,55,43,0.0,62.052,113.05,0.0001,0,0.9,0,12.708,60621,66251.0,6.5119,24.879999999999995,0.9879,0.0,35,0.19315
59,34.8,Operador,Prueba normal,1.5111,55,43,0.0,57.822,113.58,0.0001,0,0.9,0,12.692,60635,66274.0,6.4985,24.879999999999995,0.99198,0.0,35,0.19307
59,35.0,Operador,Prueba normal,1.5453,55,43,0.0,58.957,113.22,0.0001,0,0.9,0,12.671,60650,66298.0,6.4846,24.870000000000005,0.99602,0.0,35,0.19297
59,35.2,Operador,Prueba normal,1.5795,55,43,0.0,65.637,113.32,0.0001,0,0.9,0,12.674,60666,66322.0,6.4756,24.879999999999995,1.0,0.0,35,0.19303
59,35.4,Operador,Prueba normal,1.6138,55,43,0.0,75.89,115.57,0.0001,0,0.9,0,12.666,60685,66349.0,6.4747,24.879999999999995,1.0041,0.0,35,0.19298
59,35.6,Operador,Prueba normal,1.6483,55,43,0.0,86.507,118.22,0.0001,0,0.9,0,12.659,60705,66378.0,6.4821,24.890000000000043,1.0081,0.0,35,0.19303
59,35.8,Operador,Prueba normal,1.6827,55,43,0.0,94.158,121.02,0.0001,0,0.9,0,12.643,60727,66409.0,6.4922,24.890000000000043,1.0121,0.0,35,0.19296
59,36.0,Operador,Prueba normal,1.7171,55,43,0.0,97.789,123.1,0.0001,0,0.9,0,12.646,60749,66440.0,6.5029,24.879999999999995,1.0161,0.0,35,0.19307
59,36.2,Operador,Prueba normal,1.7504,55,47,0.0,97.155,120.72,0.0001,0,0.9,0,12.517,60773,66473.0,6.5132,24.890000000000043,1.0203,0.0,35,0.19278
59,36.4,Operador,Prueba normal,1.7842,55,47,0.0,92.401,125.32,0.0001,0,0.9,0,12.479,60795,66504.0,6.5211,24.890000000000043,1.0246,0.0,35,0.19261
59,36.6,Operador,Prueba normal,1.8182,55,47,0.0,84.507,128.83,0.0001,0,0.9,0,12.437,60816,66534.0,6.5245,24.890000000000043,1.0288,0.0,35,0.1925
59,36.8,Operador,Prueba normal,1.8526,55,47,0.0,75.261,128.88,0.0001,0,0.9,0,12.408,60835,66561.0,6.5238,24.890000000000043,1.0331,0.0,35,0.19244
59,37.0,Operador,Prueba normal,1.8873,55,47,0.0,66.255,129.7,0.0001,0,0.9,0,12.354,60852,66587.0,6.5152,24.879999999999995,1.0373,0.0,35,0.19225
59,37.2,Operador,Prueba normal,1.9225,55,47,0.0,60.713,129.72,0.0001,0,0.9,0,12.338,60868,66612.0,6.5048,24.870000000000005,1.0416,0.0,35,0.19221
59,37.4,Operador,Prueba normal,1.9577,55,47,0.0,59.33,127.07,0.0001,0,0.9,0,12.32,60884,66637.0,6.4952,24.860000000000014,1.0458,0.0,35,0.19217
59,37.6,Operador,Prueba normal,1.9931,55,47,0.0,61.763,125.35,0.0001,0,0.9,0,12.311,60900,66662.0,6.4892,24.850000000000023,1.05,0.0,35,0.1922
59,37.8,Operador,Prueba normal,2.0289,55,47,0.0,66.577,122.59,0.0001,0,0.9,0,12.343,60917,66688.0,6.4839,24.840000000000032,1.0541,0.0,35,0.19239
59,38.0,Operador,Prueba normal,2.0653,55,47,0.0,73.544,118.22,0.0001,0,0.9,0,12.375,60936,66716.0,6.4839,24.83000000000004,1.0582,0.0,35,0.19251
59,38.2,Operador,Prueba normal,2.1023,55,47,0.0,80.471,115.49,0.0001,0,0.9,0,12.408,60955,66744.0,6.4894,24.82000000000005,1.0622,0.0,35,0.19271
59,38.4,Operador,Prueba normal,2.1395,55,47,0.0,85.219,110.32,0.0001,0,0.9,0,12.409,60976,66774.0,6.4971,24.82000000000005,1.0661,0.0,35,0.19276
59,38.6,Operador,Prueba normal,2.1767,55,47,0.0,86.897,107.57,0.0001,0,0.9,0,12.391,60998,66804.0,6.5053,24.82000000000005,1.0701,0.0,35,0.19277
59,38.8,Operador,Prueba normal,2.2143,55,47,0.0,85.284,106.61,0.0001,0,0.9,0,12.397,61019,66834.0,6.513,24.82000000000005,1.074,0.0,35,0.19284
59,39.0,Operador,Prueba normal,2.252,55,47,0.0,80.613,105.43,0.0001,0,0.9,0,12.35,61039,66863.0,6.5173,24.82000000000005,1.0779,0.0,35,0.19269
59,39.2,Operador,Prueba normal,2.2897,55,47,0.0,74.219,105.87,0.0001,0,0.9,0,12.331,61057,66890.0,6.5151,24.83000000000004,1.0818,0.0,35,0.19263
59,39.4,Operador,Prueba normal,2.3279,55,47,0.0,68.715,106.39,0.0001,0,0.9,0,12.28,61075,66917.0,6.5082,24.83000000000004,1.0857,0.0,35,0.19241
59,39.6,Operador,Prueba normal,2.3665,55,47,0.0,65.97,106.54,0.0001,0,0.9,0,12.285,61092,66942.0,6.5019,24.82000000000005,1.0896,0.0,35,0.19242
59,39.8,Operador,Prueba normal,2.4055,55,47,0.0,65.731,102.28,0.0001,0,0.9,0,12.268,61109,66968.0,6.4967,24.82000000000005,1.0934,0.0,35,0.19239
59,40.0,Operador,Prueba normal,2.4446,55,47,0.0,67.554,100.09,0.0001,0,0.9,0,12.253,61126,66994.0,6.4927,24.82000000000005,1.0972,0.0,35,0.19232
59,40.2,Operador,Prueba normal,2.4831,60,51,0.0,71.005,101.11,0.0001,0,1.1,0,13.95,61147,67024.0,6.4876,24.850000000000023,1.0167,10.0,35,0.19335
59,40.4,Operador,Prueba normal,2.5216,60,51,0.0,76.505,107.74,0.0001,0,1.1,0,13.941,61169,67055.0,6.4857,24.860000000000014,1.0162,10.0,35,0.19342
59,40.6,Operador,Prueba normal,2.5603,60,51,0.0,82.715,113.01,0.0001,0,1.1,0,13.913,61192,67087.0,6.4858,24.860000000000014,1.0196,10.0,35,0.19329
59,40.8,Operador,Prueba normal,2.599,60,51,0.0,88.898,114.56,0.0001,0,1.1,0,13.897,61217,67121.0,6.4892,24.870000000000005,1.0233,10.0,35,0.1933
59,41.0,Operador,Prueba normal,2.6378,60,51,0.0,93.742,118.24,0.0001,0,1.1,0,13.898,61242,67155.0,6.4946,24.890000000000043,1.027,10.0,35,0.1933
59,41.2,Operador,Prueba normal,2.6765,60,51,0.0,96.425,123.4,0.0001,0,1.1,0,13.863,61268,67190.0,6.5007,24.890000000000043,1.0308,10.0,35,0.19322
59,41.4,Operador,Prueba normal,2.7155,60,51,0.0,96.668,126.2,0.0001,0,1.1,0,13.865,61294,67225.0,6.5065,24.890000000000043,1.0345,10.0,35,0.19316
59,41.6,Operador,Prueba normal,2.7545,60,51,0.0,94.6,129.02,0.0001,0,1.1,0,13.867,61319,67259.0,6.5126,24.890000000000043,1.0381,10.0,35,0.19311
59,41.8,Operador,Prueba normal,2.7934,60,51,0.0,90.071,129.54,0.0001,0,1.1,0,13.779,61344,67293.0,6.5155,24.879999999999995,1.0417,10.0,35,0.19278
59,42.0,Operador,Prueba normal,2.8323,60,51,0.0,84.421,127.88,0.0001,0,1.1,0,13.712,61367,67326.0,6.514,24.879999999999995,1.0454,10.0,35,0.19259
59,42.2,Operador,Prueba normal,2.8717,60,51,0.0,79.369,127.37,0.0001,0,1.1,0,13.698,61390,67357.0,6.5073,24.870000000000005,1.0491,10.0,35,0.19255
59,42.4,Operador,Prueba normal,2.9111,60,51,0.0,76.99,126.72,0.0001,0,1.1,0,13.639,61412,67388.0,6.4991,24.870000000000005,1.0529,10.0,35,0.19241
59,42.6,Operador,Prueba normal,2.9508,60,51,0.0,77.863,127.06,0.0001,0,1.1,0,13.646,61434,67420.0,6.4912,24.870000000000005,1.0566,10.0,35,0.19257
59,42.8,Operador,Prueba normal,2.9904,60,51,0.0,81.891,125.95,0.0001,0,1.1,0,13.636,61457,67452.0,6.4878,24.850000000000023,1.0603,10.0,35,0.19255
59,43.0,Operador,Prueba normal,3.03,60,51,0.0,87.294,121.2,0.0001,0,1.1,0,13.636,61481,67485.0,6.485,24.83000000000004,1.064,10.0,35,0.1926
59,43.2,Operador,Prueba normal,3.0692,60,51,0.0,93.812,115.85,0.0001,0,1.1,0,13.589,61507,67520.0,6.4886,24.83000000000004,1.0678,10.0,35,0.19259
59,43.4,Operador,Prueba normal,3.1089,60,51,0.0,98.886,113.77,0.0001,0,1.1,0,13.581,61533,67555.0,6.4952,24.83000000000004,1.0716,10.0,35,0.19253
59,43.6,Operador,Prueba normal,3.1488,60,51,0.0,101.32,111.75,0.0001,0,1.1,0,13.574,61560,67591.0,6.4999,24.82000000000005,1.0754,10.0,35,0.19255
59,43.8,Operador,Prueba normal,3.1892,60,51,0.0,101.91,107.46,0.0001,0,1.1,0,13.563,61587,67628.0,6.5037,24.810000000000002,1.0792,10.0,35,0.19253
59,44.0,Operador,Prueba normal,3.2296,60,51,0.0,100.95,106.04,0.0001,0,1.1,0,13.548,61614,67664.0,6.5068,24.810000000000002,1.0829,10.0,35,0.19241
59,44.2,Operador,Prueba normal,3.2683,60,57,0.0,98.769,102.29,0.0001,0,1.1,0,13.354,61641,67701.0,6.5031,24.83000000000004,1.0869,10.0,35,0.19199
59,44.4,Operador,Prueba normal,3.3075,60,57,0.0,98.086,107.84,0.0001,0,1.1,0,13.391,61669,67738.0,6.4992,24.840000000000032,1.0909,10.0,35,0.19212
59,44.6,Operador,Prueba normal,3.3477,60,57,0.0,98.926,111.77,0.0001,0,1.1,0,13.406,61696,67775.0,6.4903,24.850000000000023,1.0948,10.0,35,0.19211
59,44.8,Operador,Prueba normal,3.3885,60,57,0.0,103.33,113.25,0.0001,0,1.1,0,13.439,61725,67812.0,6.4813,24.860000000000014,1.0986,10.0,35,0.19224
59,45.0,Operador,Prueba normal,3.4294,60,57,0.0,111.33,115.76,0.0001,0,1.1,0,13.45,61755,67852.0,6.4774,24.870000000000005,1.1024,10.0,35,0.1924
59,45.2,Operador,Prueba normal,3.4702,60,57,0.0,120.89,119.97,0.0001,0,1.1,0,13.449,61787,67893.0,6.4824,24.890000000000043,1.1062,10.0,35,0.1925
59,45.4,Operador,Prueba normal,3.5113,60,57,0.0,128.43,126.95,0.0001,0,1.1,0,13.511,61820,67936.0,6.4869,24.890000000000043,1.11,10.0,35,0.19278
59,45.6,Operador,Prueba normal,3.5524,60,57,0.0,134.2,130.28,0.0001,0,1.1,0,13.481,61855,67980.0,6.4936,24.910000000000025,1.1138,10.0,35,0.1927
59,45.8,Operador,Prueba normal,3.5935,60,57,0.0,137.26,136.59,0.0001,0,1.1,0,13.439,61890,68024.0,6.502,24.910000000000025,1.1176,10.0,35,0.19263
59,46.0,Operador,Prueba normal,3.6346,60,57,0.0,137.0,140.75,0.0001,0,1.1,0,13.407,61925,68069.0,6.5084,24.930000000000007,1.1215,10.0,35,0.19257
59,46.2,Operador,Prueba normal,3.6757,60,57,0.0,134.16,148.47,0.0001,0,1.1,0,13.404,61960,68113.0,6.5123,24.930000000000007,1.1253,10.0,35,0.19267
59,46.4,Operador,Prueba normal,3.7168,60,57,0.0,129.76,153.07,0.0001,0,1.1,0,13.365,61993,68156.0,6.5132,24.930000000000007,1.1292,10.0,35,0.19256
59,46.6,Operador,Prueba normal,3.7584,60,57,0.0,125.03,156.28,0.0001,0,1.1,0,13.347,62026,68199.0,6.5125,24.930000000000007,1.133,10.0,35,0.1925
59,46.8,Operador,Prueba normal,3.8001,60,57,0.0,120.54,157.9,0.0001,0,1.1,0,13.298,62058,68240.0,6.506,24.920000000000016,1.1369,10.0,35,0.19236
59,47.0,Operador,Prueba normal,3.8424,60,57,0.0,118.7,159.33,0.0001,0,1.1,0,13.324,62089,68281.0,6.4987,24.910000000000025,1.1407,10.0,35,0.19245
59,47.2,Operador,Prueba normal,3.8847,60,57,0.0,119.72,157.89,0.0001,0,1.1,0,13.345,62121,68322.0,6.4902,24.900000000000034,1.1444,10.0,35,0.19261
59,47.4,Operador,Prueba normal,3.9269,60,57,0.0,124.18,155.48,0.0001,0,1.1,0,13.293,62153,68364.0,6.4829,24.870000000000005,1.1482,10.0,35,0.19249
59,47.6,Operador,Prueba normal,3.9691,60,57,0.0,131.53,149.29,0.0001,0,1.1,0,13.309,62188,68407.0,6.4757,24.860000000000014,1.152,10.0,35,0.19256
59,47.8,Operador,Prueba normal,4.0113,60,57,0.0,141.76,143.69,0.0001,0,1.1,0,13.324,62224,68453.0,6.4762,24.840000000000032,1.1557,10.0,35,0.1926
59,48.0,Operador,Prueba normal,4.0533,60,57,0.0,151.76,138.78,0.0001,0,1.1,0,13.301,62262,68501.0,6.4802,24.83000000000004,1.1595,10.0,35,0.19267
59,48.2,Operador,Prueba normal,4.0943,60,61,0.0,160.17,135.62,0.0001,0,1.1,0,13.194,62302,68551.0,6.4874,24.840000000000032,1.1635,10.0,35,0.19245
59,48.4,Operador,Prueba normal,4.1356,60,61,0.0,165.73,137.24,0.0001,0,1.1,0,13.226,62344,68602.0,6.497,24.850000000000023,1.1675,10.0,35,0.19255
59,48.6,Operador,Prueba normal,4.1767,60,61,0.0,167.45,139.89,0.0001,0,1.1,0,13.181,62386,68654.0,6.5065,24.850000000000023,1.1715,10.0,35,0.19244
59,48.8,Operador,Prueba normal,4.2183,60,61,0.0,165.35,141.85,0.0001,0,1.1,0,13.156,62428,68706.0,6.5154,24.850000000000023,1.1755,10.0,35,0.19232
59,49.0,Operador,Prueba normal,4.2608,60,61,0.0,159.71,141.69,0.0001,0,1.1,0,13.184,62468,68756.0,6.5242,24.860000000000014,1.1794,10.0,35,0.19239
59,49.2,Operador,Prueba normal,4.3036,60,61,0.0,150.54,142.88,0.0001,0,1.1,0,13.142,62507,68804.0,6.5314,24.850000000000023,1.1833,10.0,35,0.19229
59,49.4,Operador,Prueba normal,4.3462,60,61,0.0,138.49,140.42,0.0001,0,1.1,0,13.069,62543,68850.0,6.5358,24.840000000000032,1.1872,10.0,35,0.19206
59,49.6,Operador,Prueba normal,4.3893,60,61,0.0,124.69,137.61,0.0001,0,1.1,0,13.002,62576,68893.0,6.5352,24.850000000000023,1.1911,10.0,35,0.19182
59,49.8,Operador,Prueba normal,4.4327,60,61,0.0,111.14,139.04,0.0001,0,1.1,0,12.964,62607,68934.0,6.5314,24.860000000000014,1.195,10.0,35,0.19183
59,50.0,Operador,Prueba normal,4.4765,60,61,0.0,99.124,142.65,0.0001,0,1.1,0,12.933,62635,68972.0,6.526,24.870000000000005,1.1989,10.0,35,0.19177
59,50.2,Operador,Prueba normal,4.5132,60,61,0.0,89.252,147.49,0.0001,500,1.1,0,14.135,62762,69108.0,6.5172,24.77000000000004,1.2028,10.0,35,0.19451
59,50.4,Operador,Prueba normal,4.5497,60,61,0.0,82.904,44.246,195.03,500,1.1,0,14.093,62887,69243.0,6.5056,25.370000000000005,1.2068,10.0,35,0.1946
59,50.6,Operador,Prueba normal,4.5864,60,61,0.0,81.209,247.72,19.503,500,1.1,0,14.114,63011,69377.0,6.4945,25.230000000000018,1.2107,10.0,35,0.19447
59,50.8,Operador,Prueba normal,4.6225,60,61,0.0,83.932,216.1,1.9503,500,1.1,0,14.14,63136,69512.0,6.4854,25.07000000000005,1.2146,10.0,35,0.19447
